Academic_Score,Score_on_Plays_Made,Missed_Play_Score,Injury_Propensity,School_Type,School_Score,Overall_Score,Region,Scholarship
6.5,0.18,0.26,Low,C,0.72,9.5,Eastern,Partial
7.8,0.4,0.26,Moderate,C,0.43,10.9,Eastern,Partial
7.8,0.39,0.26,Moderate,C,0.42,10.9,Eastern,Partial
6.9,0.19,0.28,Normal,B,0.4,10.8,Eastern,Partial
7.7,0.49,1,High,C,0.4,12,Eastern,Partial
6.6,0.25,0.35,High,D,0.47,9.8,Southern,Full
6.5,0.18,0.26,Low,C,0.72,9.5,Eastern,Partial
8.4,0.17,0.31,Normal,C,0.38,9.8,Southern,Partial
6.1,0.32,0.37,Low,C,0.44,10.5,Western,Partial
8.5,0.21,0.26,Moderate,C,0.37,11.4,Eastern,Partial
8.7,0.45,0.4,Low,C,0.57,10.1,Eastern,Partial
6.7,0.24,0.29,Moderate,C,0.46,11.6,Western,Partial
8.5,0.21,0.26,Moderate,C,0.37,11.4,Eastern,Full
7.4,0.33,0.26,Normal,B,0.52,11.8,Western,Partial
7.2,0.26,0.3,Low,B,0.43,12.1,Western,Partial
8.2,0.36,0.29,Moderate,C,0.34,12,Southern,Partial
7.8,0.2,0.24,Low,B,0.74,12.1,Western,Partial
9.4,0.16,0.3,Low,C,0.46,9.1,Southern,Partial
6.4,0.33,0.24,Low,C,0.5,9.3,Southern,Partial
7.8,0.22,0.36,Low,C,0.53,10.4,Eastern,Partial
7.4,0.35,0.31,High,A,0.64,9.1,Southern,Partial
6.6,0.37,0.24,Low,C,0.54,9.4,Southern,Partial
6.7,0.37,0.41,Moderate,C,0.47,9.6,Eastern,Partial
7.1,0.37,0.32,Low,B,0.62,12,Southern,Partial
6.8,0.23,0.29,High,D,0.41,8.7,Eastern,Partial
6.4,0.26,0.21,Moderate,C,0.58,9.9,Eastern,Partial
7.6,0.3,0.22,High,C,0.4,9.3,Eastern,Partial
9.4,0.16,0.23,Low,C,0.32,9.5,Southern,Partial
6.8,0.23,0.29,High,D,0.41,8.7,Eastern,Partial
6.4,0.26,0.21,Moderate,C,0.58,9.9,Eastern,Partial
7.6,0.3,0.22,High,C,0.4,9.3,Eastern,Partial
7.5,0.33,0.39,High,C,0.39,9.4,Southern,Partial
7.6,0.38,0.2,Normal,C,0.41,9.4,Southern,Partial
8.8,0.2,0.43,High,A,0.79,8.8,Eastern,Partial
7.5,0.33,0.39,High,C,0.39,9.4,Southern,Partial
8.8,0.2,0.43,High,A,0.79,8.8,Eastern,Partial
6.6,0.36,0.21,Low,C,0.41,9.9,Eastern,Partial
7.6,0.38,0.2,Normal,C,0.41,9.4,Southern,Partial
5.6,0.46,0.24,Normal,B,0.37,12.6,Eastern,Partial
7.2,0.15,0.38,Low,B,0.43,11.1,Eastern,Partial
8.2,0.42,0.29,Normal,B,0.32,12.8,Western,Partial
6.8,0.3,0.35,Normal,B,0.53,12,Eastern,Partial
6.7,0.27,0.3,High,C,0.5,12,Western,Partial
7.2,0.5,0,Low,C,0.34,9.2,Western,Partial
6,0.26,0.29,Low,B,0.44,12.3,Eastern,Partial
6.8,0.33,0.28,Low,B,0.41,13,Eastern,Partial
6.8,0.3,0.35,Normal,B,0.53,12,Eastern,Partial
7.4,0.29,0.31,Low,C,0.38,10.9,Southern,Full
8.2,0.42,0.29,Normal,B,0.32,12.8,Western,Partial
7.3,0.19,0.24,Moderate,C,0.54,10,Eastern,Partial
6.5,0.32,0.12,High,C,0.32,9,Southern,Partial
7.1,0.32,0.4,Low,C,0.6,10.4,Southern,Partial
6.5,0.32,0.12,High,C,0.32,9,Southern,Full
7.3,0.19,0.24,Moderate,C,0.54,10,Eastern,Partial
7.3,0.17,0.23,Moderate,C,0.54,10,Eastern,Full
7.7,0.44,0.24,High,C,0.43,11.3,Western,Partial
7.7,0.44,0.24,High,C,0.43,11.3,Western,Partial
7.4,0.49,0.24,High,C,0.51,12,Western,Partial
7.7,0.44,0.24,High,C,0.43,11.3,Western,Partial
7.4,0.49,0.24,High,C,0.51,12,Western,Full
6.4,0.21,0.3,Normal,C,0.41,10.6,Eastern,Partial
8,0.55,0.42,High,D,0.56,9.3,Southern,Full
7,0.19,0.23,Normal,C,0.54,9.4,Eastern,Partial
7.2,0.24,0.29,Low,B,0.64,11,Western,Partial
6.5,0.34,0.36,High,D,0.55,9.3,Eastern,Partial
7,0.19,0.23,Normal,C,0.54,9.4,Eastern,Partial
6.9,0.18,0.33,Low,C,0.51,10.5,Southern,Partial
7.2,0.24,0.29,Low,B,0.64,11,Western,Partial
8.2,0.18,0.31,High,D,0.52,9.5,Eastern,Full
8.3,0.28,0.45,Moderate,C,0.77,11.2,Eastern,Partial
6.1,0.34,0.46,Normal,B,0.62,12.3,Eastern,Partial
7.4,0.44,0.2,High,D,0.44,9,Southern,Partial
7.6,0.26,0.58,Moderate,C,0.38,9,Southern,Partial
7.4,0.44,0.2,High,D,0.44,9,Southern,Partial
8.7,0.49,0.57,High,A,0.82,9,Southern,Partial
7,0.24,0.25,Low,B,0.42,11.4,Eastern,Partial
7.1,0.25,0.25,Low,B,0.42,11,Western,Partial
6.1,0.34,0.46,Normal,B,0.62,12.3,Eastern,Partial
6.4,0.18,0.31,Low,C,0.67,10.4,Western,Partial
8.3,0.27,0.39,Low,C,0.59,10.3,Southern,Partial
6.8,0.24,0.35,Moderate,C,0.55,10.5,Western,Full
8,0.22,0.28,High,D,0.45,9.8,Eastern,Partial
10,0.91,0.42,Low,C,0.46,10,Western,Partial
8.9,0.34,0.34,Low,C,0.47,9.7,Southern,Partial
8.9,0.33,0.34,Low,C,0.47,9.7,Southern,Full
8,0.22,0.28,High,D,0.45,9.8,Eastern,Full
6.7,0.18,0.19,Normal,C,0.66,10.5,Eastern,Partial
7.8,0.2,0.28,High,C,0.46,10,Eastern,Partial
7.3,0.13,0.31,Low,B,0.92,11.5,Western,Partial
6.6,0.28,0.3,Moderate,C,0.39,9.5,Southern,Partial
7.1,0.25,0.3,Low,C,0.61,10.5,Eastern,Partial
7.6,0.36,0.44,Moderate,C,0.43,10.2,Eastern,Partial
7.6,0.27,0.25,High,D,0.5,9.8,Eastern,Full
6.9,0.37,0.28,High,C,0.37,11.6,Eastern,Partial
7.4,0.21,0.27,Moderate,C,0.38,11.8,Western,Full
8.2,0.18,0.28,Moderate,C,0.37,10.1,Western,Partial
6.3,0.19,0.21,Low,B,0.5,10.3,Eastern,Partial
7,0.21,0.22,Normal,C,0.49,10.4,Eastern,Full
5.8,0.33,0.2,High,D,0.46,8.9,Southern,Partial
5.8,0.33,0.2,High,D,0.46,8.9,Southern,Partial
7.9,0.29,0.31,Moderate,C,0.31,10.8,Southern,Partial
6.6,0.31,0.38,High,D,0.6,9.2,Southern,Full
8,0.19,0.3,Low,C,0.49,9.6,Eastern,Partial
8,0.2,0.36,Low,B,0.37,10.4,Eastern,Partial
8,0.25,0.26,High,D,0.57,8.7,Eastern,Partial
7.2,0.2,0.61,High,D,0.36,9.2,Eastern,Partial
7.7,0.3,0.42,High,D,0.63,9.2,Southern,Partial
7.2,0.2,0.61,High,D,0.36,9.2,Eastern,Partial
7.7,0.3,0.42,High,D,0.63,9.2,Southern,Partial
7.7,0.3,0.42,High,D,0.63,9.2,Southern,Partial
6.4,0.22,0.32,Moderate,C,0.39,10.2,Southern,Full
7.2,0.2,0.61,High,D,0.36,9.2,Eastern,Partial
7,0.53,0.02,Low,C,0.32,9,Southern,Partial
7.3,0.24,0.41,High,D,0.43,9.7,Southern,Partial
7.2,0.24,0.4,High,A,0.42,9.6,Southern,Partial
7.6,0.15,0.4,Low,C,0.76,10,Southern,Partial
7.7,0.3,0.42,High,D,0.63,9.2,Southern,Full
7.6,0.33,0.41,High,D,0.64,9.1,Southern,Partial
6.8,0.24,0.31,High,A,0.41,8.7,Southern,Partial
6.8,0.24,0.31,High,A,0.41,8.7,Southern,Partial
6.8,0.35,0.44,Moderate,C,0.44,9.5,Southern,Partial
7.9,0.26,0.33,High,C,0.49,9.5,Eastern,Full
7.5,0.29,0.67,Moderate,C,0.41,8.9,Eastern,Full
7.5,0.29,0.67,Moderate,C,0.41,8.9,Eastern,Partial
7.2,0.31,0.41,Moderate,D,0.64,9.9,Eastern,Partial
6.7,0.44,0.31,Low,B,0.62,12.6,Western,Partial
10,0.23,0.27,High,D,0.43,9.7,Eastern,Partial
7.4,0.21,0.3,Moderate,C,0.34,10.4,Southern,Partial
8.8,0.23,0.35,High,D,0.49,9.1,Eastern,Partial
7.8,0.34,0.27,Low,C,0.55,10.4,Southern,Partial
7.9,0.26,0.33,High,C,0.49,9.5,Eastern,Partial
7.5,0.29,0.67,Moderate,C,0.41,8.9,Eastern,Full
6,0.28,0.35,Low,C,0.69,10.6,Southern,Partial
7.9,0.37,0.3,Normal,B,0.59,12,Western,Partial
7.2,0.36,0.36,Normal,B,0.59,12.5,Western,Partial
7.6,0.13,0.34,Moderate,C,0.39,9.6,Southern,Partial
6.6,0.25,0.36,Moderate,C,0.42,9.2,Southern,Partial
7.1,0.18,0.26,Low,C,0.74,9.9,Eastern,Partial
7.9,0.3,0.27,Moderate,C,0.46,11.7,Eastern,Full
8.3,0.23,0.3,Low,C,0.5,9.6,Eastern,Partial
6.8,0.43,0.3,Normal,B,0.37,12,Eastern,Full
7.2,0.36,0.36,Normal,B,0.59,12.5,Western,Partial
6.6,0.25,0.36,Moderate,C,0.42,9.2,Southern,Partial
7.1,0.18,0.26,Low,C,0.74,9.9,Eastern,Partial
6.6,0.35,0.29,High,D,0.58,8.9,Eastern,Partial
7.3,0.22,0.5,High,D,0.66,9,Eastern,Partial
8.1,0.26,0.33,High,D,0.49,10.2,Western,Full
7.6,0.13,0.34,Moderate,C,0.39,9.6,Southern,Full
7,0.12,0.19,Normal,C,0.41,9.4,Southern,Full
8.2,0.37,0.27,Low,B,0.48,10.4,Southern,Partial
7.6,0.26,0.36,Low,C,0.4,10.4,Western,Partial
6.3,0.2,0.58,Low,C,0.43,10,Eastern,Partial
6.3,0.22,0.57,Low,C,0.43,10,Eastern,Partial
7.1,0.25,0.28,Low,C,0.41,10.5,Southern,Partial
7,0.27,0.32,Moderate,C,0.39,11.4,Eastern,Partial
8.8,0.34,0.33,Moderate,C,0.4,10.2,Southern,Full
9.2,0.27,0.34,High,C,0.41,10.4,Eastern,Partial
9.2,0.71,0.23,Moderate,C,0.34,10.1,Eastern,Partial
7.2,0.47,0.65,Moderate,C,0.35,9.2,Southern,Partial
6.8,0.28,0.36,Low,B,0.66,10.3,Eastern,Partial
8.8,0.34,0.33,Moderate,C,0.4,10.2,Southern,Partial
9.2,0.27,0.34,High,C,0.41,10.4,Eastern,Partial
7.3,0.13,0.27,Normal,C,0.39,11.1,Western,Partial
7.2,0.16,0.35,Low,C,0.34,9.9,Southern,Partial
6.8,0.31,0.32,Moderate,C,0.38,9,Southern,Partial
8.3,0.36,0.57,High,A,0.64,8.6,Southern,Partial
6.8,0.31,0.32,Moderate,C,0.38,9,Southern,Partial
8.3,0.36,0.57,High,A,0.64,8.6,Southern,Partial
6.3,0.25,0.44,High,C,0.52,9.5,Southern,Partial
6,0.45,0.42,Low,C,0.4,9,Southern,Full
8.1,0.26,0.3,Moderate,C,0.58,10,Eastern,Partial
6.4,0.22,0.32,High,D,0.43,9,Eastern,Partial
5.7,0.45,0.42,Low,C,0.4,9,Southern,Partial
7.2,0.19,0.31,Low,C,0.57,10.2,Western,Partial
6.7,0.31,0.44,Moderate,C,0.44,9.6,Southern,Partial
8,0.25,0.13,High,D,0.46,9.7,Southern,Partial
9.9,1.005,0.46,Low,C,0.49,10.2,Western,Partial
8.1,0.31,0.36,Moderate,B,0.34,13,Western,Partial
8.1,0.24,0.38,Normal,C,0.74,10.8,Eastern,Partial
8,0.25,0.13,High,D,0.46,9.7,Southern,Full
6.4,0.29,0.28,High,C,0.57,9,Southern,Partial
7.2,0.15,0.33,Low,C,0.4,9.9,Southern,Partial
7,0.12,0.32,Moderate,C,0.38,9.2,Eastern,Partial
7.4,0.32,0.55,High,A,0.58,8.7,Eastern,Partial
8.5,0.17,0.31,Low,C,0.37,10.1,Southern,Partial
8.5,0.17,0.31,Low,C,0.37,10.1,Southern,Partial
9.5,0.21,0.47,Low,C,0.64,9.5,Southern,Partial
8.2,0.21,0.48,Low,C,0.57,9.9,Southern,Partial
7.4,0.32,0.55,High,A,0.58,8.7,Eastern,Partial
6.8,0.31,0.42,Moderate,C,0.46,9,Southern,Partial
6.8,0.27,0.28,High,D,0.38,8.6,Eastern,Partial
7.4,0.21,0.3,Moderate,C,0.35,10.5,Eastern,Partial
8,0.23,0.35,Moderate,C,0.56,9.5,Western,Partial
7.6,0.2,0.31,Low,C,0.53,10.1,Eastern,Partial
6.3,0.41,0.3,Normal,C,0.79,11.7,Western,Partial
8.3,0.49,0.43,Normal,C,0.47,10.7,Eastern,Partial
6.3,0.41,0.3,Normal,C,0.79,11.7,Western,Partial
7.6,0.2,0.26,Normal,C,0.42,9.2,Southern,Partial
7.5,0.26,0.26,High,A,0.39,8.8,Southern,Full
7.5,0.26,0.26,High,A,0.39,8.8,Southern,Partial
6.8,0.27,0.35,Moderate,C,0.43,9.5,Eastern,Partial
6.8,0.28,0.37,Moderate,C,0.55,10.2,Southern,Partial
8.4,0.2,0.27,Moderate,C,0.5,9.1,Eastern,Full
7.9,0.33,0.26,Low,C,0.54,10.5,Eastern,Partial
7.5,0.38,0.5,High,D,0.46,9,Eastern,Partial
8.1,0.19,0.58,High,A,0.62,9.1,Eastern,Partial
7.6,0.16,0.41,Low,C,0.53,10.1,Eastern,Partial
8.1,0.22,0.28,Moderate,C,0.55,10,Southern,Partial
8,0.22,0.32,High,C,0.53,9.5,Eastern,Full
7.1,0.33,0.3,Normal,B,0.31,12.3,Western,Full
6.4,0.43,0.27,Low,C,0.52,9.1,Western,Partial
7,0.12,0.28,Moderate,C,0.44,9.6,Southern,Partial
7.4,0.3,0.22,Normal,C,0.45,11.6,Eastern,Partial
7,0.28,0.33,High,D,0.67,8.8,Eastern,Partial
8.4,0.2,0.38,High,A,0.82,8.9,Eastern,Partial
7,0.28,0.33,High,D,0.67,8.8,Eastern,Partial
8.4,0.2,0.38,High,A,0.82,8.9,Eastern,Full
8.4,0.2,0.38,High,A,0.82,8.9,Eastern,Partial
7.3,0.18,0.31,High,A,0.46,9,Eastern,Partial
6.8,0.31,0.09,Low,B,0.46,10,Southern,Partial
6.7,0.31,0.08,Low,B,0.46,10,Southern,Partial
7.6,0.17,0.35,Low,C,0.69,11.1,Eastern,Partial
7.4,0.3,0.22,Normal,C,0.45,11.6,Eastern,Partial
7.4,0.26,0.31,Low,C,0.68,10.6,Eastern,Partial
7,0.28,0.33,High,D,0.67,8.8,Eastern,Partial
8.4,0.2,0.38,High,A,0.82,8.9,Eastern,Partial
5.6,0.18,0.31,Low,B,0.58,10.1,Eastern,Partial
7.2,0.15,0.39,Low,C,0.47,10,Southern,Partial
8,0.4,0.33,Moderate,C,0.41,12.2,Western,Partial
7,0.25,0.56,Low,B,0.53,11,Eastern,Partial
7.2,0.15,0.39,Low,C,0.47,10,Southern,Partial
6.8,0.18,0.46,Low,B,0.45,11.1,Southern,Partial
6.6,0.32,0.22,High,D,0.67,10.4,Eastern,Partial
9,0.55,0.3,Moderate,C,0.36,11.8,Southern,Partial
6.9,0.19,0.39,Moderate,C,0.66,10.8,Eastern,Partial
6.3,0.41,0.33,Normal,B,0.38,12.5,Western,Partial
9,0.55,0.3,Moderate,C,0.36,11.8,Southern,Partial
7,0.2,0.34,Low,B,0.46,11.6,Western,Partial
6.6,0.32,0.22,High,D,0.67,10.4,Eastern,Partial
7.7,0.26,0.34,Moderate,C,0.7,11.5,Eastern,Partial
6.3,0.21,0.28,Low,C,0.42,10.1,Eastern,Partial
7.6,0.34,0.39,Moderate,C,0.53,9.2,Eastern,Partial
6.3,0.21,0.28,Low,C,0.42,10.1,Eastern,Partial
8,0.43,0.4,High,D,0.64,9.2,Southern,Full
7.5,0.3,0.71,Low,C,0.42,8.9,Southern,Partial
6.4,0.26,0.4,Low,B,0.54,10.1,Southern,Partial
6.9,0.32,0.15,Moderate,C,0.45,8.9,Southern,Partial
8.9,0.21,0.34,Moderate,C,0.45,9.7,Eastern,Full
7.6,0.34,0.39,Moderate,C,0.53,9.2,Eastern,Partial
9.5,0.42,0.41,Low,C,0.52,11,Eastern,Partial
7.6,0.29,0.26,Moderate,C,0.47,10.7,Southern,Partial
6.5,0.25,0.2,Low,B,0.54,10.8,Eastern,Full
7.2,0.23,0.33,High,D,0.4,9.8,Southern,Partial
7.9,0.35,0.36,Low,C,0.48,11,Southern,Partial
8.8,0.2,0.28,Low,C,0.35,10.4,Southern,Partial
5.7,0.27,0.32,Low,C,0.41,10.2,Eastern,Partial
7.6,0.29,0.26,Moderate,C,0.47,10.7,Southern,Partial
5.5,0.14,0.27,Normal,C,0.44,9,Southern,Partial
8.7,0.24,0.35,Low,C,0.38,10.6,Southern,Partial
6.7,0.3,0.45,High,C,0.59,9.5,Eastern,Partial
5.5,0.14,0.27,Normal,C,0.44,9,Southern,Partial
5.6,0.13,0.27,Normal,C,0.45,9.2,Eastern,Partial
7.4,0.18,0.34,Normal,B,0.53,11,Eastern,Full
5.7,0.385,0.04,High,C,0.63,9.9,Eastern,Partial
8.7,0.24,0.35,Low,C,0.38,10.6,Southern,Partial
8.3,0.33,0.43,Moderate,D,0.47,9.3,Southern,Partial
6.8,0.34,0.44,Moderate,C,0.41,9.6,Southern,Partial
6.8,0.33,0.44,Moderate,C,0.42,9.5,Southern,Full
6.3,0.28,0.24,Moderate,C,0.57,9.7,Western,Partial
6.8,0.21,0.27,High,A,0.36,8.7,Southern,Partial
6.8,0.21,0.27,High,A,0.36,8.7,Southern,Partial
8.6,0.485,0.29,Normal,B,0.38,12.4,Southern,Partial
8.6,0.485,0.29,Normal,B,0.38,12.4,Southern,Partial
7.3,0.29,0.29,Normal,C,0.26,10.6,Eastern,Partial
6.8,0.21,0.27,High,A,0.36,8.7,Southern,Partial
6.7,0.31,0.31,Normal,C,0.82,12,Western,Partial
7.3,0.29,0.37,Moderate,C,0.47,9,Southern,Partial
5.7,0.46,0.46,Low,C,0.47,8.8,Southern,Partial
6.8,0.28,0.44,High,C,0.56,9.5,Southern,Partial
6.7,0.23,0.33,Low,B,0.4,10.8,Eastern,Partial
6.9,0.17,0.25,Low,B,0.48,11.4,Southern,Partial
7.6,0.18,0.36,Low,C,0.46,10.3,Southern,Partial
6.6,0.22,0.28,Normal,C,0.75,9.5,Eastern,Partial
7.8,0.27,0.28,Low,C,0.44,9.9,Southern,Partial
7.7,0.28,0.29,Normal,C,0.39,10.2,Southern,Partial
7.6,0.29,0.29,Normal,C,0.39,10.2,Southern,Partial
5.7,0.32,0.18,Low,B,0.37,11,Eastern,Partial
7.1,0.33,0.25,Low,B,0.34,12.1,Western,Partial
7.3,0.34,0.3,Low,C,0.51,9.1,Eastern,Partial
6.5,0.19,0.26,Normal,C,0.68,9.5,Eastern,Partial
6.6,0.23,0.27,Normal,C,0.76,9.5,Southern,Partial
6.6,0.27,0.29,Normal,C,0.79,9.8,Southern,Partial
6.6,0.22,0.28,Normal,C,0.75,9.5,Eastern,Partial
7.6,0.18,0.36,Low,C,0.46,10.3,Southern,Partial
6.8,0.36,0.32,Low,C,0.67,9.6,Southern,Partial
7,0.22,0.39,Low,C,0.54,10.2,Eastern,Partial
5.9,0.17,0.3,Low,C,0.72,10.5,Eastern,Partial
7.4,0.45,0.32,Moderate,C,0.41,10.4,Western,Partial
6.8,0.36,0.32,Low,C,0.67,9.6,Southern,Partial
7.5,0.42,0.14,High,C,0.33,10.7,Southern,Full
7.5,0.33,0.32,High,C,0.34,10.5,Eastern,Full
9.4,0.3,0.32,High,C,0.42,10.6,Southern,Partial
7.9,0.17,0.32,Low,C,0.76,9.6,Eastern,Partial
7.9,0.17,0.32,Low,C,0.76,9.6,Eastern,Partial
8.2,0.17,0.32,Low,C,0.58,9.5,Southern,Partial
8.3,0.17,0.31,Low,C,0.58,9.4,Eastern,Partial
8.7,0.15,0.3,Low,C,0.38,9.8,Eastern,Partial
7.9,0.17,0.32,Low,C,0.76,9.6,Eastern,Partial
7.2,0.25,0.19,Moderate,C,0.44,9.2,Southern,Partial
7.2,0.24,0.19,Moderate,C,0.38,9.5,Southern,Partial
5.3,0.76,0.03,Normal,C,0.38,9.2,Southern,Full
6.6,0.22,0.53,High,D,0.35,9.4,Southern,Partial
6.6,0.22,0.53,High,D,0.35,9.4,Southern,Partial
8.4,0.28,0.4,Moderate,D,0.46,9.3,Southern,Partial
6.8,0.32,0.34,Moderate,C,0.4,9.1,Southern,Partial
6.7,0.24,0.33,High,D,0.4,9.5,Southern,Partial
7.4,0.18,0.36,High,A,0.35,9.1,Eastern,Partial
6,0.16,0.3,Moderate,C,0.46,10.6,Southern,Partial
6.7,0.24,0.33,High,D,0.4,9.5,Southern,Partial
6.8,0.28,0.35,Low,B,0.56,12.4,Eastern,Partial
6.2,0.34,0.3,High,D,0.49,8.7,Southern,Partial
6,0.27,0.15,Low,C,0.45,8.8,Southern,Partial
6,0.16,0.3,Moderate,C,0.46,10.6,Southern,Partial
6.8,0.32,0.34,Moderate,C,0.4,9.1,Southern,Partial
8.5,0.24,0.47,High,A,0.66,9,Southern,Partial
8.1,0.24,0.33,High,C,0.48,10.3,Eastern,Full
7.4,0.18,0.36,High,A,0.35,9.1,Eastern,Partial
7.7,0.23,0.31,High,C,0.55,9.5,Eastern,Partial
6.5,0.22,0.25,High,A,0.37,8.8,Southern,Partial
6.5,0.22,0.25,High,A,0.37,8.8,Southern,Partial
6.5,0.22,0.25,High,A,0.37,8.8,Southern,Partial
5.7,0.33,0.15,Low,C,0.62,9.9,Southern,Partial
7.7,0.23,0.31,High,C,0.55,9.5,Eastern,Partial
6.5,0.22,0.25,High,A,0.37,8.8,Southern,Partial
6.8,0.2,0.27,Low,B,0.37,11.7,Western,Partial
7.7,0.26,0.32,Low,C,0.56,10.8,Southern,Partial
6.4,0.2,0.32,Normal,B,0.42,12,Eastern,Partial
8,0.16,0.36,Low,C,0.39,10.3,Western,Partial
6.8,0.25,0.27,High,C,0.38,9,Southern,Partial
7.7,0.39,0.28,Normal,B,0.58,12.2,Western,Partial
6.9,0.26,0.33,High,D,0.38,9.9,Southern,Partial
6.8,0.25,0.27,High,C,0.38,9,Southern,Partial
7.7,0.39,0.28,Normal,B,0.58,12.2,Western,Partial
6,0.28,0.22,High,C,0.46,10.1,Southern,Partial
6.5,0.43,0.28,High,D,0.55,9.3,Southern,Partial
9.1,0.33,0.38,Low,C,0.7,9.5,Southern,Partial
5.9,0.5,0.05,Normal,C,0.5,9.2,Eastern,Partial
6.8,0.28,0.39,Low,B,0.72,11.7,Southern,Partial
7,0.35,0.24,Low,B,0.38,11,Southern,Partial
7.1,0.22,0.32,High,D,0.38,9.6,Eastern,Partial
7.1,0.22,0.32,High,D,0.38,9.6,Eastern,Partial
8.3,0.24,0.27,Low,B,0.68,11.9,Eastern,Full
6.8,0.26,0.32,Moderate,C,0.52,10.8,Eastern,Partial
7.2,0.16,0.26,Moderate,C,0.55,10.1,Southern,Partial
7.9,0.18,0.36,Normal,C,0.52,10.9,Eastern,Partial
7.2,0.16,0.26,Moderate,C,0.55,10.1,Southern,Partial
5.5,0.24,0.32,Moderate,C,0.31,10.4,Southern,Partial
7.1,0.33,0.64,High,C,0.39,9.2,Southern,Partial
7.7,0.28,0.35,High,D,0.5,9.6,Southern,Partial
7.7,0.28,0.35,High,D,0.5,9.6,Southern,Partial
7.5,0.26,0.52,High,D,0.46,9,Southern,Partial
6.5,0.14,0.32,Normal,B,0.74,11.5,Western,Partial
8.2,0.21,0.32,High,C,0.48,10.2,Eastern,Partial
7.2,0.2,0.31,High,C,0.42,9.9,Eastern,Partial
7.2,0.115,0.3,Moderate,C,0.4,9.6,Eastern,Partial
6.4,0.29,0.2,High,C,0.54,10.6,Southern,Partial
7.1,0.33,0.64,High,C,0.39,9.2,Southern,Partial
6.8,0.24,0.34,Normal,B,0.46,11.8,Eastern,Partial
7,0.24,0.34,Normal,B,0.43,12.2,Eastern,Partial
7.7,0.28,0.35,High,D,0.5,9.6,Southern,Partial
7,0.22,0.33,Low,C,0.41,10.6,Eastern,Partial
7.5,0.18,0.39,Low,C,0.45,10.3,Eastern,Partial
9.8,0.93,0.45,Moderate,D,0.59,10.2,Western,Partial
7.8,0.29,0.33,Moderate,C,0.46,10.7,Southern,Partial
7.9,0.28,0.32,Normal,B,0.31,11.7,Western,Partial
8.5,0.25,0.27,Normal,B,0.33,12,Eastern,Partial
7.4,0.18,0.27,Low,C,0.66,10.6,Eastern,Partial
6.3,0.24,0.37,Low,B,0.34,12.2,Western,Partial
6,0.33,0.38,Moderate,C,0.48,11,Eastern,Partial
6.8,0.37,0.28,Normal,B,0.46,12.4,Western,Partial
9.9,0.49,0.23,Low,C,0.44,9.4,Eastern,Full
8.5,0.25,0.27,Normal,B,0.33,12,Eastern,Partial
8.4,0.22,0.28,High,D,0.35,11.6,Southern,Partial
7,0.35,0.31,Low,C,0.47,9.4,Southern,Full
7,0.35,0.31,Low,C,0.47,9.4,Southern,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
6.9,0.32,0.13,Moderate,C,0.37,9.2,Southern,Full
7.6,0.32,0.58,High,D,0.54,9.2,Southern,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
7.4,0.19,0.3,High,D,0.49,9.1,Western,Partial
6.9,0.32,0.13,Moderate,C,0.37,9.2,Southern,Partial
6,0.34,0.24,Normal,C,0.44,9,Western,Partial
7.6,0.32,0.58,High,D,0.54,9.2,Southern,Partial
7.7,0.24,0.31,Low,C,0.55,10.8,Eastern,Partial
8,0.36,0.43,High,D,0.46,9.5,Eastern,Partial
7.4,0.29,0.25,Normal,B,0.4,11,Eastern,Full
6.6,0.32,0.27,High,C,0.47,10,Southern,Partial
6.3,0.3,0.24,Moderate,C,0.47,9.5,Southern,Partial
6.4,0.33,0.24,Moderate,C,0.47,10.1,Eastern,Full
7.5,0.18,0.31,High,C,0.44,9.5,Western,Partial
6.5,0.39,0.81,Low,C,0.53,9.5,Southern,Partial
6.8,0.25,0.18,Low,C,0.42,9.5,Southern,Partial
6.4,0.18,0.32,Moderate,C,0.49,9.4,Eastern,Partial
7.1,0.18,0.32,High,C,0.54,9.4,Eastern,Partial
7.6,0.27,0.42,Normal,B,0.51,12.7,Eastern,Partial
9.2,0.23,0.35,High,D,0.32,9.7,Southern,Partial
7.9,0.28,0.41,Normal,C,0.51,9.7,Eastern,Partial
7.1,0.18,0.32,High,C,0.54,9.4,Eastern,Partial
6.4,0.18,0.32,Moderate,C,0.49,9.4,Eastern,Partial
6.8,0.25,0.18,Low,C,0.42,9.5,Southern,Partial
7,0.22,0.26,Low,B,0.38,11.7,Eastern,Partial
7.3,0.18,0.29,Low,B,0.37,11.7,Eastern,Partial
7.1,0.26,0.19,Moderate,C,0.52,9.7,Southern,Partial
6.6,0.25,0.42,High,C,0.52,9.5,Eastern,Partial
6.4,0.24,0.23,Moderate,C,0.53,9.1,Southern,Partial
6,0.28,0.27,Low,C,0.67,10.3,Eastern,Partial
7.1,0.26,0.19,Moderate,C,0.52,9.7,Southern,Partial
7.8,0.24,0.38,Low,C,0.55,9.9,Southern,Full
7.6,0.27,0.33,Low,C,0.56,9.9,Southern,Full
7.7,0.39,0.34,High,C,0.6,10.2,Southern,Partial
